Month,TotalAttendances,CovidPeriod,DateFormatted,Female,Male,UnknownSex,18-24,25-39,40-64,65-74,75 plus,Under 18,UnknownAge,SIMD1,SIMD2,SIMD3,SIMD4,SIMD5,UnknownSIMD,ED,MIU,S08000015,S08000016,S08000017,S08000019,S08000020,S08000022,S08000024,S08000025,S08000026,S08000028,S08000029,S08000030,S08000031,S08000032
202109,128105,4,2021-09-01,0.47537566839701806,0.5072713789469576,0.017352952656024354,0.08817766675773779,0.17212442917918894,0.2543460442605675,0.08703017056320987,0.12058857968073065,0.2603801569025409,0.017352952656024354,0.2704344092736427,0.2155965809297061,0.17260060106943523,0.15258576948596855,0.1385894383513524,0.050193200889895005,0.8910971468717068,0.1089028531282932,0.060590921509699074,0.01860192810585067,0.029592912064322234,0.05932633386674993,0.06330744311307131,0.04376097732328949,0.1949260372350806,0.004152843370672495,0.004145037274111081,0.003270754459232661,0.05359665899067172,0.06072362515124312,0.26779594863588463,0.136208578900121
202110,121029,4,2021-10-01,0.4789843756455064,0.5044576093333003,0.016558015021193268,0.09642317130605062,0.17524725479017425,0.2580373298961406,0.09163919391220286,0.13205099604227086,0.23004403903196755,0.016558015021193268,0.27052194102239957,0.2164687802097018,0.17112427599996696,0.15432664898495402,0.13956985515868098,0.047988498624296654,0.8961405944029943,0.10385940559700568,0.06349717836221071,0.01944162142957473,0.029001313734724737,0.05710201687198936,0.06168769468474498,0.043898569764271374,0.19265630551355462,0.0037759545232960694,0.004494790504755058,0.003304993018202249,0.05313602525014666,0.061365457865470256,0.2698444174536681,0.13679366102339108
202111,115872,4,2021-11-01,0.48112572493786254,0.5057304611985639,0.013143813863573599,0.09072079536039769,0.1719828776581055,0.2546430544048605,0.09009078983706159,0.12871099143882905,0.25070767743717204,0.013143813863573599,0.2690641397404032,0.2182321872410936,0.1743561861364264,0.1543168323667495,0.14046534106600386,0.04356531344932339,0.8962734741784038,0.10372652582159625,0.06063587406793704,0.01913318144159072,0.028125863021264845,0.055578569455951396,0.06300918254625794,0.042219000276166804,0.19377416459541563,0.003935376967688484,0.004884700359016846,0.003495236122618061,0.05527651201325601,0.059867785142225904,0.27296499585749795,0.1370995581331124
202112,108081,4,2021-12-01,0.48694035029283594,0.49851500263691123,0.014544647070252865,0.08265097473191403,0.1725372637188775,0.26666111527465514,0.09890730100572719,0.14743571950666629,0.217262978691907,0.014544647070252865,0.2658746680730193,0.21985362829729557,0.17360128052109067,0.1571599078468926,0.13760050332620904,0.04591001193549282,0.9042940017209316,0.09570599827906848,0.061222601567343014,0.020947252523570284,0.028774715259851407,0.055569434035584425,0.06812483230169965,0.04431861289218272,0.1892747106336914,0.00423756256881413,0.00557914897160463,0.0036454140875824613,0.054301866192947884,0.058881764602474074,0.26625401319380837,0.13886807116884559
202201,107583,4,2022-01-01,0.49232685461457665,0.4974020058931244,0.01027113949229897,0.08481823336400733,0.17989831107145185,0.2713997564670998,0.09627915191061785,0.14087727614957754,0.2164561315449467,0.01027113949229897,0.27010773077530836,0.22092709814747682,0.1742003848191629,0.15547995501147951,0.13850701318981623,0.04077781805675618,0.8964985174237565,0.10350148257624346,0.060316220964278744,0.019910208861994926,0.027550821226401942,0.05606833793443202,0.0675850273742134,0.04313878586765567,0.1874180865006553,0.004443081155944713,0.005028675534238681,0.0037087643958617997,0.05503657641077122,0.06052071423923854,0.2672355297770094,0.14203916975730366
202202,107100,4,2022-02-01,0.48770308123249295,0.500859010270775,0.011437908496732025,0.09049486461251167,0.17908496732026144,0.268515406162465,0.09497665732959851,0.13413632119514474,0.22135387488328664,0.011437908496732025,0.2653221288515406,0.21832866479925303,0.175359477124183,0.15711484593837535,0.14025210084033612,0.04362278244631186,0.8943230625583566,0.10567693744164332,0.06027077497665733,0.020569561157796453,0.029719887955182073,0.05690009337068161,0.06556489262371615,0.04255835667600374,0.18521008403361344,0.003977591036414566,0.00480859010270775,0.004126984126984127,0.05608776844070962,0.06002801120448179,0.2691036414565826,0.14107376283846873
202203,126285,4,2022-03-01,0.48191788415092845,0.5044779665043354,0.013604149344736112,0.08823692441699331,0.1710892029932296,0.2539018885853427,0.09082630557865146,0.13391139090153226,0.2484301381795146,0.013604149344736112,0.2656134932889892,0.215734251890565,0.17423288593261274,0.15809478560399098,0.13993744308508532,0.04638714019875678,0.887999366512254,0.11200063348774596,0.0629449261590846,0.02011323593459239,0.0295601219463911,0.05743358276913331,0.06252524052737855,0.042990062160985075,0.18779744229322565,0.0040780773646909765,0.004386902640852041,0.0038880310408995525,0.05801164033733223,0.06160668329572,0.2704438373520212,0.1342202161776933
202204,118648,4,2022-04-01,0.48288213876340097,0.4997977209898186,0.017320140246780392,0.08758681140853618,0.17904220888679118,0.2584620052592543,0.09434630166543052,0.13717045377924617,0.2260720787539613,0.017320140246780392,0.2628700020227901,0.2186551817139775,0.1730496932101679,0.1567999460589306,0.13645404895152047,0.052171128042613445,0.8929016924010519,0.10709830759894814,0.061922661991773986,0.020202616141865012,0.03187580068774863,0.05782651203560111,0.06479670959476772,0.044855370507720316,0.1830035061695098,0.004500707976535635,0.004888409412716607,0.004551277729080979,0.0559301463151507,0.06522655249140315,0.2648506506641494,0.13556907828197695
202205,134205,4,2022-05-01,0.48235907753064344,0.5006370850564436,0.01700383741291308,0.08310420625162997,0.17602920904586267,0.2603554263999106,0.09013822137774301,0.12760329346894675,0.24576580604299392,0.01700383741291308,0.26379046980365856,0.215677508289557,0.1750083826981111,0.1548750046570545,0.1384151112104616,0.05223352334115718,0.890361759994039,0.10963824000596105,0.06018404679408368,0.019596885361946276,0.03081852390000372,0.05825416340672851,0.0669200104318021,0.048038448642002914,0.18160277187884208,0.004694310942215268,0.005260608770165046,0.004634700644536344,0.05744197310085317,0.0626429715733393,0.2657352557654335,0.13417532878804814
202206,130868,4,2022-06-01,0.4784974172448574,0.49887673075159705,0.022625852003545558,0.07843017391570131,0.1699727970168414,0.2595134028181068,0.092062230644619,0.13130788275208607,0.24608766084909986,0.022625852003545558,0.26187456062597425,0.215109881712871,0.17474096035700096,0.15682978268178624,0.13489928783201394,0.056545526790353635,0.8907372314087477,0.10926276859125225,0.061512363603019836,0.01985206467585659,0.031023626860653485,0.0559800715224501,0.06662438487636398,0.04869028333893694,0.18268025796986273,0.0050738148363236235,0.00522664058440566,0.00464590274169392,0.05964788947641899,0.06230705749304643,0.26435797903230734,0.13237766298866033
202207,124500,4,2022-07-01,0.47943775100401603,0.49582329317269075,0.024738955823293173,0.0852289156626506,0.18004819277108433,0.2700963855421687,0.0978714859437751,0.13771887550200804,0.2042971887550201,0.024738955823293173,0.2633333333333333,0.2147550200803213,0.17420883534136547,0.15224899598393574,0.13312449799196788,0.0623293172690763,0.8887550200803213,0.11124497991967872,0.0612289156626506,0.020530120481927712,0.03182329317269076,0.056144578313253014,0.06595983935742972,0.0503855421686747,0.17644979919678716,0.00491566265060241,0.004995983935742972,0.005453815261044177,0.05827309236947791,0.06385542168674699,0.26734939759036147,0.13263453815261045
202208,131018,4,2022-08-01,0.47497290448640644,0.4943519211100765,0.030675174403517073,0.08091254636767467,0.17744126761208384,0.26797081317070937,0.09388023019737746,0.13102016516814483,0.21809980308049276,0.030675174403517073,0.25865148300233554,0.21159687981804026,0.17367079332610785,0.15283396174571434,0.1356912790608924,0.06755560304690958,0.8848860461921263,0.11511395380787373,0.06292265184936421,0.020111740371552,0.03285808056908211,0.05508403425483521,0.06709765070448336,0.05032896243264284,0.17834190721885543,0.00499931307148636,0.004938252759162863,0.005487795570074341,0.05860263475247676,0.0617930360713795,0.2656352562243356,0.13179868415026944
202209,127456,4,2022-09-01,0.4798989455184534,0.5005884383630429,0.01951261611850364,0.08083573939241777,0.16825414260607582,0.25654343459703743,0.09222006025608838,0.13519959829274417,0.24743440873713282,0.01951261611850364,0.25940716796384633,0.21566658297765504,0.17381684659804167,0.15646968365553604,0.13787503138337937,0.056764687421541546,0.8907230730605072,0.10927692693949284,0.06266476274165202,0.01980291237760482,0.033368378106954553,0.054803226211398444,0.06737226964599548,0.04787534521717299,0.18039166457444136,0.004652585990459453,0.005688237509415014,0.004589819231734873,0.058027868440873716,0.06201355761988451,0.27059534270650265,0.1281540296259101
202210,125486,4,2022-10-01,0.4835121049360088,0.49763320211019557,0.018854692953795642,0.08647976666719794,0.17379628006311462,0.25797300097222003,0.09433721690069012,0.13773648056356885,0.23082256187941283,0.018854692953795642,0.2598775959071131,0.21686881405096983,0.17395566039239438,0.15376217267264874,0.13946575713625425,0.05606999984061967,0.8940598951277433,0.10594010487225666,0.06361665843201632,0.020464434279521222,0.03142183191750474,0.05252378751414501,0.06680426501761152,0.046068884178314715,0.18660248952074335,0.0040562293801699,0.005466745294295778,0.0045264013515451925,0.05526512917775688,0.060835471686084504,0.27198253191591093,0.13036514033437993
202211,122376,4,2022-11-01,0.48976923579786885,0.4953503955023861,0.014880368699745048,0.08746813100607963,0.16849709093286266,0.2529417532849578,0.08819539779041642,0.13194580636726155,0.25607145191867686,0.014880368699745048,0.263148002876381,0.21484604824475387,0.17496894815976988,0.15610086945152643,0.13804994443354907,0.052886186834019744,0.8936065895273583,0.1063934104726417,0.05715990063411126,0.01982414852585474,0.028894554487808068,0.05126005099039027,0.06609139046871935,0.04348074785905733,0.19290547166111002,0.004894750604693731,0.004976465973720337,0.004976465973720337,0.05680852454729685,0.05894129567889129,0.27815094462966594,0.13163528796496046
202212,125799,4,2022-12-01,0.4934299954689624,0.48925667135668804,0.01731333317434956,0.07435671189755086,0.1566546633916009,0.24234691849696738,0.09665418644027376,0.14448445536133037,0.26818973123792716,0.01731333317434956,0.2610752072750976,0.21860269159532272,0.17322872200891898,0.153109325193364,0.13589138228443787,0.05809267164285885,0.9027098784569034,0.09729012154309653,0.0592929991494368,0.019769632509002457,0.032687064285089704,0.05007988934729211,0.06699576308237744,0.0455806484948211,0.19033537627485114,0.005127226766508478,0.0051669727104349,0.004976192179588073,0.05558867717549424,0.06368095135891383,0.27379390933155273,0.126924697334637
