Month,TotalAttendances,CovidPeriod,Female,Male,UnknownSex,18-24,25-39,40-64,65-74,75 plus,Under 18,UnknownAge,SIMD1,SIMD2,SIMD3,SIMD4,SIMD5,UnknownSIMD,ED,MIU,S08000015,S08000016,S08000017,S08000019,S08000020,S08000022,S08000024,S08000025,S08000026,S08000028,S08000029,S08000030,S08000031,S08000032,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,sin_month,cos_month,Time
202005,85594,4,0.4890529710026404,0.4997780218239597,0.011169007173400004,0.07965511601280463,0.1868939411641003,0.3059560249550202,0.10510082482416992,0.1481295417903124,0.16309554408019253,0.011169007173400004,0.28197069888076265,0.2277379255555296,0.172956048321144,0.15447344440030844,0.13572213005584505,0.027139752786410263,0.9043858214360818,0.09561417856391803,0.08425824240016824,0.02234969740869687,0.033039699044325535,0.05777274107998224,0.05987569222141739,0.037152136832020934,0.1877818538682618,0.004170853097179709,0.0043344159637357755,0.004170853097179709,0.05828679580344417,0.05974717854055191,0.2340818281655256,0.1529780124775101,0.16288524896604903,0.13687875318363438,0.1529546463537164,0.1531649414678599,0.13337383461457578,0.12861882842255298,0.13212374699161156,0.49999999999999994,-0.8660254037844387,851
202006,97847,2,0.4803724181630505,0.5079869592322708,0.011640622604678734,0.08347726552679183,0.19124755996606949,0.30207364558954286,0.10103528978916063,0.13795006489723752,0.17257555162651894,0.011640622604678734,0.2774433554426809,0.22818277514895705,0.17532474168855458,0.1545065254938833,0.13601847782762885,0.028524124398295297,0.9041564892127505,0.09584351078724948,0.07886802865698489,0.021973080421474347,0.03133463468476295,0.05987919915786892,0.06302697067871268,0.03986836591821926,0.17988287837133485,0.004077794924729424,0.004803417580508344,0.004701217206454975,0.059409077437223415,0.05952149784868212,0.23831083221764593,0.15434300489539793,0.1324005845861396,0.18362341206168814,0.12568602001083323,0.12782200782854866,0.13208376342657413,0.1677210338589839,0.1306631782272323,1.2246467991473532e-16,-1.0,882
202007,108068,2,0.4784857682200096,0.5052929636895288,0.016221268090461562,0.08763001073398231,0.1878076766480364,0.2947866158344746,0.10096420772106451,0.13622904097420144,0.17636117999777917,0.016221268090461562,0.27422548765592036,0.2250157308361402,0.17425139726838657,0.15742865603138764,0.1355627937964985,0.033515934411666726,0.8959821593811305,0.10401784061886958,0.07771958396565128,0.022495095680497464,0.031211829588777436,0.05833364178110079,0.07078876263093607,0.042834141466484066,0.1749916719102787,0.004321353222045379,0.004821038605322575,0.004293592922974423,0.05964762927045935,0.06375615353296073,0.24110745086427066,0.14367805455824112,0.15867786948958063,0.14234556020283526,0.12090535588703409,0.12856719843061776,0.15898323277936113,0.13179664655587223,0.1587241366546989,-0.4999999999999998,-0.8660254037844388,912
202008,118035,2,0.4753420595586055,0.49986021095437794,0.024797729487016563,0.08506798830855253,0.18058203075359,0.281950268988012,0.09712373448553395,0.12895327657050876,0.20152497140678613,0.024797729487016563,0.2724361418223408,0.22103613335027747,0.17437200830262212,0.15298852035413224,0.13678146312534417,0.04238573304528318,0.8868132333629856,0.11318676663701446,0.07460499004532554,0.02134959969500572,0.03404922268818571,0.05720337188122168,0.06448934638031092,0.04629135425932986,0.1779048587283433,0.004405472952937688,0.004422417079679756,0.005261151353412124,0.059880543906468416,0.06289659846655653,0.24458846952175203,0.14265260304147076,0.12837717626127843,0.18193756089295549,0.1497691362731393,0.16107934087346973,0.12815690261363155,0.12414114457576143,0.12653873850976405,-0.8660254037844384,-0.5000000000000004,943
202009,111922,2,0.4753757080824145,0.5033326781151158,0.021291613802469578,0.08041314486874787,0.17597076535444328,0.27568306499169065,0.09426207537392112,0.1305284037097264,0.2218509318990011,0.021291613802469578,0.2708314719179429,0.21909901538571505,0.17334393595539752,0.1573327853326424,0.1399010024838727,0.03949178892442951,0.8835528314361788,0.11644716856382123,0.07029002340915995,0.02227444112864316,0.030244277264523504,0.05414485087829024,0.06548310430478368,0.041877378888869034,0.18236807776844588,0.004521005700398492,0.004172548739300584,0.004270831471917943,0.06065831561265882,0.0631600578974643,0.25448973392183843,0.14204535301370597,0.12990296813852503,0.14955057986812245,0.11985132502993157,0.12824109647790424,0.13314629831489788,0.17542574292811064,0.16388198924250819,-1.0,-1.8369701987210297e-16,974
202010,103273,3,0.48291421765611536,0.498029494640419,0.019056287703465572,0.07947866334860029,0.17860428185488947,0.2838592855828726,0.0988254432426675,0.14184733667076582,0.19832870159673874,0.019056287703465572,0.27124224143774267,0.2214421968956068,0.1772196024130218,0.15504536519709894,0.13748027073872163,0.03757032331780814,0.8935927105826305,0.10640728941736949,0.06916619058224319,0.020983219234456247,0.03040484928296844,0.05425425813136057,0.06629031789528725,0.04060112517308493,0.1865153525122733,0.004396115151104355,0.004289601347883764,0.0044832628082848375,0.05936692068594889,0.05979297589883125,0.2542387652145285,0.1452170460817445,0.16409903847084908,0.1448200400879223,0.14367743747155598,0.12356569480890454,0.16072932905987045,0.1327065157398352,0.13040194436106242,-0.8660254037844386,0.5000000000000001,1004
202011,95995,3,0.48544195010156777,0.4989530704724205,0.01560497942601177,0.08277514453877806,0.1767383717901974,0.28208760872962135,0.09486952445439867,0.1381738632220428,0.20975050783894997,0.01560497942601177,0.27076410229699466,0.2214386165946143,0.17720714620553155,0.15720610448460856,0.13848637949893225,0.034897650919318714,0.8919422886608678,0.10805771133913225,0.05910724516901922,0.022115735194541384,0.032116256055002866,0.054211156831084954,0.07034741392780874,0.042252200635449766,0.18434293452783998,0.004552320433355904,0.004614823688733788,0.0045731548518151985,0.05862805354445544,0.06145111724568988,0.25979478097817593,0.14189280691702694,0.1339236418563467,0.18809312985051305,0.12067295171623522,0.1508099380176051,0.13293400697953017,0.13848637949893225,0.13507995208083753,-0.5000000000000004,0.8660254037844384,1035
202012,90005,3,0.4893505916337981,0.4973945891894895,0.013254819176712404,0.07604021998777846,0.1739792233764791,0.28937281262152104,0.1052385978556747,0.15588022887617353,0.1862340981056608,0.013254819176712404,0.2732737070162769,0.22419865563024277,0.1737236820176657,0.1582578745625243,0.1382923170934948,0.032253763679795565,0.9029053941447697,0.09709460585523026,0.06287428476195767,0.022187656241319922,0.028976167990667184,0.049763902005444144,0.06738514526970724,0.04181989889450586,0.18722293205933005,0.004266429642797622,0.0046108549525026386,0.0038220098883395364,0.055174712515971336,0.060018887839564466,0.26598522304316424,0.14589189489472806,0.11966001888783956,0.1453919226709627,0.11762679851119384,0.12223765346369646,0.1569801677684573,0.1714015888006222,0.16670184989722794,-2.4492935982947064e-16,1.0,1065
202101,82761,4,0.5018184893850969,0.4890588562245502,0.009122654390352944,0.07665446285085971,0.1850025978419787,0.31305808291344955,0.10896436727444087,0.1571392322470729,0.15005860248184533,0.009122654390352944,0.27846449414579333,0.22219402858834475,0.17492538756177425,0.1563900871183287,0.13809644639383284,0.029929556191926148,0.9037590169282633,0.09624098307173669,0.06146614951486811,0.022909341356436005,0.025724677082200553,0.05148560312224357,0.06006452314495958,0.03848431024274719,0.19133408247846206,0.003902804461038411,0.004361957927042931,0.0038182235594060006,0.05430093884800812,0.05716460651756262,0.26968016336197,0.1553026183830548,0.15920542284409323,0.14782325008156016,0.1513998139220164,0.15321226181413952,0.12491390872512416,0.13474945928637885,0.1286958833266877,0.49999999999999994,0.8660254037844387,1096
202102,77778,4,0.4998071434081617,0.49227287922034507,0.007919977371493225,0.08168119519658515,0.18741803594846873,0.30368484661472395,0.1037182750906426,0.1525367070379799,0.16304096274010646,0.007919977371493225,0.2782792049165574,0.22706935123042504,0.1741623595361156,0.15725526498495718,0.13340533312761962,0.02982848620432513,0.9028131348196148,0.0971868651803852,0.06251124996785723,0.02307850548998431,0.02374707500835712,0.051376996065725516,0.063526961351539,0.039407030265627814,0.19004088559746973,0.00404998842860449,0.00506569981228625,0.003188562318393376,0.05397413150248142,0.057278407775977785,0.2702306564838386,0.15252384993185733,0.14478387204607987,0.15755097842577592,0.13350818997660008,0.13679960914397388,0.14151816709095116,0.1425981640052457,0.1432410193113734,0.8660254037844386,0.5000000000000001,1127
202103,100939,4,0.4900385381269876,0.5016495110908569,0.00831195078215556,0.08136597350875281,0.1811192898681382,0.28390414012423343,0.10049633937328487,0.14167962829035358,0.2031226780530816,0.00831195078215556,0.2799413507167695,0.22399667125689773,0.17532371035972222,0.15514320530221223,0.13540851405304194,0.030186548311356365,0.9012373809924806,0.0987626190075194,0.06081891043105242,0.020943342018446786,0.025906735751295335,0.052823982801493974,0.06210681698847819,0.03859756882869852,0.1867761717472929,0.004071766116169172,0.004240184665986388,0.003071161790784533,0.05649946997691675,0.056816493129513874,0.2737296783205698,0.1535977174333013,0.12634363328346823,0.18107966197406355,0.11844777538909639,0.11855675209780164,0.12824577219905092,0.1663083644577418,0.16101804059877747,1.0,6.123233995736766e-17,1155
202104,112056,4,0.4899246805168844,0.5021328621403583,0.007942457342757192,0.07837152852145356,0.1743949453844506,0.28483972299564503,0.09816520311272935,0.13675305204540586,0.21953309059755835,0.007942457342757192,0.27723638180909543,0.223191975440851,0.17472513743128434,0.154047976011994,0.1393856643107018,0.03141286499607339,0.8974619832940672,0.10253801670593275,0.06494966802313129,0.021043049903619614,0.026924037981009494,0.05402655814949668,0.06057685442992789,0.03785607196401798,0.1836135503676733,0.0037213536089098307,0.004363889483829514,0.0037392018276575997,0.055748911258656386,0.058417219961447844,0.27529092596558863,0.1497287070750339,0.16690761761976156,0.14709609480973798,0.12300099950024987,0.12582101806239737,0.16696116227600485,0.13588741343613908,0.13432569429570929,0.8660254037844387,-0.49999999999999983,1186
202105,125063,2,0.48015800036781464,0.506864540271703,0.012977459360482316,0.08116709178573998,0.17373643683583473,0.27043170242197934,0.09687117692682888,0.12887104899130838,0.23594508367782638,0.012977459360482318,0.275157320710362,0.2204728816676395,0.17100981105522817,0.1564731375386805,0.13916186242133965,0.0377249866067502,0.9006100925133731,0.09938990748662672,0.06723811199155626,0.02121330849251977,0.027378201386501204,0.05136611147981418,0.06240055012273814,0.040603535817947754,0.1832516411728489,0.003981993075489953,0.004181892326267561,0.0039020333751789097,0.056835354981089534,0.05959396464182052,0.2689684399062872,0.1490848612299401,0.12579260052933322,0.1786219745248395,0.14527078352510334,0.15717678290141768,0.12786355676738922,0.13480405875438778,0.13047024299752924,0.49999999999999994,-0.8660254037844387,1216
202106,132265,2,0.4799455638301894,0.5036404188560843,0.016414017313726232,0.08330246096851018,0.17641855366121045,0.2670623369750123,0.09201980871734775,0.12340377272899104,0.24137904963520207,0.016414017313726232,0.27294446754621404,0.21837220731108004,0.17286508146524024,0.15475749442407288,0.13931879181945336,0.04174195743393944,0.8946508902581938,0.10534910974180622,0.06487732960344762,0.019997731826257893,0.028692397837674365,0.05368767247571164,0.06189846142214494,0.04325407326201187,0.18053906929270783,0.003931501152988319,0.004165879106339546,0.003780289570181076,0.056976524401769174,0.059698332892299553,0.27308055797074055,0.14542017918572567,0.12485540392394058,0.14916266586020488,0.1205761161304956,0.13017049105961517,0.1329981476581106,0.17266094582845046,0.1695762295391827,1.2246467991473532e-16,-1.0,1247
